0.81472,0.90579,0.12699,0.91338
0.63236,0.09754,0.2785,0.54688
0.95751,0.96489,0.15761,0.97059
0.95717,0.48538,0.80028,0.14189
0.42176,0.91574,0.79221,0.95949
0.65574,0.035712,0.84913,0.93399
0.67874,0.75774,0.74313,0.39223
0.65548,0.17119,0.70605,0.031833
0.27692,0.046171,0.097132,0.82346
0.69483,0.3171,0.95022,0.034446
0.43874,0.38156,0.76552,0.7952
0.18687,0.48976,0.44559,0.64631
0.70936,0.75469,0.27603,0.6797
0.6551,0.16261,0.119,0.49836
0.95974,0.34039,0.58527,0.22381
0.75127,0.2551,0.50596,0.69908
0.8909,0.95929,0.54722,0.13862
0.14929,0.25751,0.84072,0.25428
0.81428,0.24352,0.92926,0.34998
0.1966,0.25108,0.61604,0.47329
0.35166,0.83083,0.58526,0.54972
0.91719,0.28584,0.7572,0.75373
0.38045,0.56782,0.075854,0.05395
0.5308,0.77917,0.93401,0.12991
0.56882,0.46939,0.011902,0.33712
0.16218,0.79428,0.31122,0.52853
0.16565,0.60198,0.26297,0.65408
0.68921,0.74815,0.45054,0.083821
0.22898,0.91334,0.15238,0.82582
0.53834,0.99613,0.078176,0.44268
0.10665,0.9619,0.0046342,0.77491
0.8173,0.86869,0.084436,0.39978
0.25987,0.80007,0.43141,0.91065
0.18185,0.2638,0.14554,0.13607
0.86929,0.5797,0.54986,0.14495
0.85303,0.62206,0.35095,0.51325
0.40181,0.075967,0.23992,0.12332
0.18391,0.23995,0.41727,0.049654
0.90272,0.94479,0.49086,0.48925
0.33772,0.90005,0.36925,0.1112
0.78025,0.38974,0.24169,0.40391
0.096455,0.13197,0.94205,0.95613
0.57521,0.05978,0.23478,0.35316
0.82119,0.015403,0.043024,0.16899
0.64912,0.73172,0.64775,0.45092
0.54701,0.29632,0.74469,0.18896
0.68678,0.18351,0.36848,0.62562
0.78023,0.081126,0.92939,0.77571
0.48679,0.43586,0.44678,0.30635
0.50851,0.51077,0.81763,0.79483
0.64432,0.37861,0.81158,0.53283
0.35073,0.939,0.87594,0.55016
0.62248,0.58704,0.20774,0.30125
0.47092,0.23049,0.84431,0.19476
0.22592,0.17071,0.22766,0.4357
0.3111,0.92338,0.43021,0.18482
0.90488,0.97975,0.43887,0.11112
0.25806,0.40872,0.5949,0.26221
0.60284,0.71122,0.22175,0.11742
0.29668,0.31878,0.42417,0.50786
0.085516,0.26248,0.80101,0.02922
0.92885,0.73033,0.48861,0.57853
0.23728,0.45885,0.96309,0.54681
0.52114,0.23159,0.4889,0.62406
0.67914,0.39552,0.36744,0.98798
0.037739,0.88517,0.91329,0.79618
0.098712,0.26187,0.33536,0.67973
0.13655,0.72123,0.10676,0.65376
0.49417,0.77905,0.71504,0.90372
0.89092,0.33416,0.69875,0.19781
0.030541,0.74407,0.50002,0.47992
0.90472,0.60987,0.61767,0.85944
0.80549,0.57672,0.18292,0.23993
0.88651,0.028674,0.4899,0.16793
0.97868,0.71269,0.50047,0.47109
0.059619,0.68197,0.042431,0.071445
0.52165,0.09673,0.81815,0.81755
0.72244,0.14987,0.65961,0.51859
0.97297,0.64899,0.80033,0.4538
0.43239,0.82531,0.08347,0.13317
0.17339,0.39094,0.83138,0.80336
0.060471,0.39926,0.52688,0.4168
0.65686,0.62797,0.29198,0.43165
0.015487,0.98406,0.16717,0.10622
0.37241,0.19812,0.48969,0.33949
0.95163,0.92033,0.052677,0.73786
0.26912,0.42284,0.54787,0.94274
0.41774,0.98305,0.30145,0.7011
0.66634,0.53913,0.69811,0.66653
0.17813,0.12801,0.99908,0.17112
0.032601,0.5612,0.88187,0.66918
0.19043,0.36892,0.46073,0.98164
0.1564,0.85552,0.64476,0.37627
0.19092,0.42825,0.48202,0.12061
0.58951,0.22619,0.38462,0.58299
0.25181,0.29044,0.61709,0.26528
0.82438,0.98266,0.73025,0.34388
0.58407,0.10777,0.90631,0.87965
0.81776,0.26073,0.59436,0.022513
0.42526,0.31272,0.16148,0.17877
